id,node_id,position
9546564,73785846,0
9546564,73826198,1
9546564,73826201,2
9546564,73826203,3
9945635,81633292,0
9945635,81647663,1
9945635,81647665,2
9945635,81647667,3
9945635,81647669,4
9945635,81647670,5
9945635,81647671,6
9945635,81647673,7
9945635,81633299,8
9957821,81739866,0
9957821,81739867,1
9957821,81739869,2
9957821,81739871,3
9957821,81739873,4
9969747,81823721,0
9969747,81862112,1
9981689,81811339,0
9981689,81983211,1
9981689,81983210,2
9981689,81983209,3
9981689,81983208,4
9981689,81983206,5
9981689,4509891143,6
9981689,81983204,7
9981689,81983202,8
9981689,81965356,9
9993780,82077539,0
9993780,82077541,1
10005596,82099759,0
10005596,82159351,1
10005596,82159353,2
10005596,82120898,3
10005596,82159355,4
10005596,82159356,5
10005596,82159358,6
10005596,82159359,7
10005596,82159361,8
10005596,82159363,9
10018036,82273278,0
10018036,82273280,1
10018036,82273281,2
10018036,82273282,3
10032952,82402875,0
10032952,82402877,1
10032952,82402879,2
10032952,82402880,3
10032952,82402881,4
10032952,82402883,5
10047458,82537526,0
10047458,82537527,1
10047458,82488127,2
10047458,82537529,3
10062713,82640581,0
10062713,82640531,1
10062713,82694068,2
10062713,82694069,3
10062713,82694070,4
10062713,82694071,5
10062713,82694072,6
10062713,82694073,7
15175342,150073814,0
15175342,150073816,1
15175342,150073818,2
15175342,150073797,3
15175342,150073820,4
15175342,150073822,5
15175342,150073824,6
15175342,150073826,7
15175342,150073828,8
15175342,150073830,9
15175342,150073832,10
15175342,150073833,11
15175342,150073835,12
15208936,150323505,0
15208936,150339826,1
15208936,150339828,2
15208936,150339831,3
15208936,150209517,4
20997705,225637845,0
20997705,225684755,1
20997705,225563423,2
20997705,225684761,3
20997705,2308836167,4
20997705,225684764,5
20997705,225684767,6
20997705,225684772,7
20997705,225447477,8
20997705,225684775,9
20997705,225684778,10
20997705,225684781,11
20997705,225684784,12
20997705,225684788,13
20997705,225684792,14
20997705,225684797,15
20997705,225684804,16
20997705,225684810,17
20997705,225684816,18
20997705,225684823,19
20997705,225640620,20
20997705,225684827,21
20997705,225684832,22
20997705,225684836,23
20997705,225684840,24
20997705,225684848,25
20997705,225684852,26
20997705,225684857,27
20997705,225554238,28
20997705,225684864,29
20997705,225684869,30
20997705,375784003,31
20997705,225594377,32
20997705,225594231,33
20997705,375784031,34
20997705,225684878,35
20997705,225684884,36
20997705,225684887,37
20997705,375784048,38
20997705,225601589,39
20997705,375784055,40
20997705,375784059,41
20997705,225684896,42
20997705,225591849,43
20997705,225684900,44
20997705,375784075,45
20997705,375784079,46
20997705,375784083,47
20997705,225684927,48
20997705,375784091,49
20997705,375784095,50
20997705,225684939,51
20997705,375784102,52
20997705,225601632,53
20997705,225684946,54
20997705,225684949,55
20997705,225504313,56
20997705,225684954,57
20997705,225524201,58
20997705,225684958,59
20997705,225604805,60
20997705,225684965,61
20997705,225684972,62
20997705,225684975,63
20997705,225684978,64
20997705,225615247,65
20997705,225684983,66
20997705,225441583,67
20997705,225684988,68
20997705,225684993,69
20997705,225684996,70
20997705,225561739,71
20997705,225685000,72
20997705,225685006,73
20997705,225685011,74
20997705,225685020,75
21240245,228452641,0
21240245,228452645,1
21240245,228452648,2
21240245,228452650,3
21240245,228452652,4
21240245,228452656,5
21240245,228452658,6
21240245,228452663,7
21240245,228452665,8
21240245,228452667,9
21240245,228452670,10
21240245,228452674,11
21240245,228452678,12
21240245,228452685,13
21240245,228452689,14
21240245,228452693,15
21240245,228452696,16
21240245,228452699,17
21240245,228452704,18
21240245,228452708,19
21240245,228452714,20
21240245,228452717,21
21240245,228452722,22
21240245,228452725,23
21240245,228452729,24
21240245,228452733,25
21240245,228401191,26
21240245,228452741,27
21240245,228452747,28
21240245,228452752,29
21240245,228452757,30
21240245,228452760,31
21240245,228452763,32
21240245,228452765,33
21240245,228452771,34
21240245,228452774,35
21240245,228452776,36
21240245,228452779,37
21240245,228452782,38
21240245,228452784,39
21240245,228452788,40
21240245,228452791,41
21240245,228452794,42
21240245,228452798,43
39421331,81954771,0
39421331,81954470,1
39421331,472241545,2
39421331,472241546,3
39421331,472241547,4
39421331,472241548,5
39421331,472241549,6
39421331,472241550,7
39421331,472241551,8
39421331,472241552,9
39421331,472241553,10
39421331,472241554,11
39421331,472241555,12
94448666,1097105857,0
94448666,1097105799,1
129952351,1432791808,0
129952351,1432791882,1
129952351,1432792768,2
129952351,1432792508,3
129952351,1432792007,4
129952351,1432792282,5
129952351,1432791933,6
129952351,1432792120,7
129952351,1432792133,8
129952351,1432791509,9
129952351,1432791313,10
129952351,1432791701,11
129952351,1432792780,12
129952351,1432791583,13
129952351,1432792198,14
129952351,1432792245,15
129952351,1432792733,16
129952351,1432791510,17
129952351,1432791672,18
129952351,1432791469,19
129952351,1432792785,20
129952351,1432791537,21
129952351,1432791616,22
129952351,1432792604,23
129952351,1432792385,24
129952351,1432792220,25
129952351,1432792071,26
129952351,1432791892,27
129952351,1432791713,28
129952351,1432791738,29
129952351,1432792047,30
129952351,1432791744,31
129952351,1432792461,32
129952351,1432791627,33
129952351,1432791808,34
169463450,1806249266,0
169463450,1806249262,1
169463450,1806249257,2
169463450,1806249256,3
169463450,1806249258,4
169463450,1806249261,5
169463450,1806249267,6
169463450,1806249272,7
169463450,1806249280,8
169463450,1806249292,9
169463450,1806249295,10
169463450,1806249296,11
169463450,1806249294,12
169463450,1806249291,13
169463450,1806249279,14
169463450,1806249271,15
169463450,1806249266,16
204072848,2140898502,0
204072848,2140898513,1
204072848,2140898554,2
232808502,2411265488,0
232808502,2411265476,1
232808502,2411265269,2
232808502,2411265332,3
232808502,2411265474,4
232808502,2411265488,5
262843458,1712530260,0
262843458,1712530262,1
262843458,1712530314,2
262843458,1712530319,3
262843458,1712530321,4
297123320,3009634153,0
297123320,3009634157,1
297123320,3009634151,2
297123320,3009634156,3
297123320,3009634153,4
319800441,3262601463,0
319800441,3262601460,1
319800441,3262601469,2
319800441,3262601474,3
339784474,81816761,0
339784474,4384530131,1
339784474,1522680499,2
339784474,81816767,3
339784474,4384530115,4
339784474,81816771,5
339784474,81816773,6
339784474,81816775,7
339784474,81816777,8
339784474,81816779,9
339784474,81816780,10
339784474,81816782,11
339784474,81599472,12
339784474,3476825295,13
339784474,316213092,14
339784474,81816801,15
339784474,81816803,16
339784474,81595196,17
339784474,81595195,18
339784474,81595193,19
339784474,81595191,20
339784474,81595189,21
339784474,81595188,22
339784474,4282198303,23
366323498,3702996443,0
366323498,3702996442,1
366323498,3702996441,2
366323498,3702996440,3
395577034,81951888,0
395577034,3984138988,1
395577034,3984138987,2
395577034,3984138986,3
395577034,1478679723,4
395577034,3984138985,5
395577034,3984138984,6
395577034,3984138983,7
395577034,3984138982,8
395577034,3984138980,9
395577034,3984138979,10
395577034,3984138974,11
395577034,3984138975,12
395577034,3984138977,13
395577034,3984138973,14
395577034,3984138978,15
395577034,3984138976,16
395577034,3984138981,17
419403733,4194751813,0
419403733,82591766,1
424637805,4240333923,0
424637805,4240333741,1
424637805,4240333740,2
424637805,4240333910,3
424637805,4240333909,4
424637805,4240333922,5
424637805,4240333923,6
444604834,81893704,0
444604834,82042524,1
444604834,82042526,2
444604834,82042528,3
444604834,82042530,4
444604834,82042532,5
444604834,82042534,6
444604834,82042536,7
444604834,82042538,8
444604834,82042540,9
444604834,81819582,10
444604834,82042542,11
444604834,81764119,12
444604834,82042544,13
444604834,82042546,14
444604834,82042548,15
444604834,81681035,16
444604834,82042551,17
444604834,82042553,18
444604834,82042555,19
444604834,82042557,20
444604834,81575169,21
444604834,82042559,22
444604834,1912415715,23
457325036,1325900618,0
457325036,1325900632,1
457325036,1325900634,2
457325036,1325900580,3
457325036,1325900651,4
457325036,1325900613,5
457325036,1325900566,6
457325036,1325900608,7
457325036,1325900603,8
457325036,1325900642,9
457325036,1325900573,10
457325036,1325900576,11
457325036,1325900635,12
457325036,1325900592,13
457325036,1325900649,14
457325036,1325900623,15
457325036,1325900569,16
457325036,1325900587,17
457325036,1324479525,18
464816739,4598876599,0
464816739,4598876598,1
464816739,4598876597,2
464816739,4598876596,3
464816739,4598876599,4
465056265,4600783647,0
465056265,4600783646,1
465056265,4600783645,2
465056265,4600783644,3
465056265,4600783643,4
465056265,4600783642,5
465056265,4600783641,6
465056265,4600783640,7
465056265,4600783639,8
465056265,4600783638,9
465056265,4600783637,10
465056265,4600783636,11
465056265,4600783635,12
465056265,4600783647,13
465445648,4604091272,0
465445648,4604091271,1
465445648,4604091270,2
465445648,4604091269,3
465445648,4604091268,4
465445648,4604091267,5
465445648,4604091266,6
465445648,4604091265,7
465445648,4604091272,8
465674229,4606031739,0
465674229,4606031738,1
465674229,4606031737,2
465674229,4606031736,3
465674229,4606031735,4
465674229,4606031734,5
465674229,4606031739,6
465716246,4606432646,0
465716246,4606432648,1
465716246,4606432647,2
465716246,4606432643,3
465716246,4606432642,4
465716246,4606432645,5
465716246,4606432644,6
465716246,4606432640,7
465716246,4606432639,8
465716246,4606432641,9
465716246,4606432646,10
465763550,4606839625,0
465763550,4606839624,1
465763550,4606839629,2
465763550,4606839628,3
465763550,4606839627,4
465763550,4606839626,5
465763550,4606839607,6
465763550,4606839606,7
465763550,4606839625,8
466415117,4612128156,0
466415117,4612128155,1
466415117,4612128154,2
466415117,4612128153,3
466415117,4612128152,4
466415117,4612128151,5
466415117,4612128150,6
466415117,4612128149,7
466415117,4612128148,8
466415117,4612128147,9
466415117,4612128146,10
466415117,4612128145,11
466415117,4612128144,12
466415117,4612128143,13
466415117,4612128142,14
466415117,4612128141,15
466415117,4612128140,16
466415117,4612128139,17
466415117,4612128138,18
466415117,4612128137,19
466415117,4612128136,20
466415117,4612128135,21
466415117,4612128134,22
466415117,4612128133,23
466415117,4612128132,24
466415117,4612128131,25
466415117,4612128130,26
466415117,4612128129,27
466415117,4612128128,28
466415117,4612128127,29
466415117,4612128126,30
466415117,4612128125,31
466415117,4612128124,32
466415117,4612128123,33
466415117,4612128122,34
466415117,4612128121,35
466415117,4612128120,36
466415117,4612128119,37
466415117,4612128118,38
466415117,4612128117,39
466415117,4612128116,40
466415117,4612128115,41
466415117,4612128114,42
466415117,4612128113,43
466415117,4612128156,44
466464807,4612583183,0
466464807,4612583182,1
466464807,4612583181,2
466464807,4612583180,3
466464807,4612583179,4
466464807,4612583178,5
466464807,4612583177,6
466464807,4612583176,7
466464807,4612583175,8
466464807,4612583174,9
466464807,4612583173,10
466464807,4612583172,11
466464807,4612583171,12
466464807,4612583170,13
466464807,4612583169,14
466464807,4612583168,15
466464807,4612583167,16
466464807,4612583166,17
466464807,4612583165,18
466464807,4612583164,19
466464807,4612583183,20
466513579,4612948753,0
466513579,4612948754,1
466513579,4612948751,2
466513579,4612948752,3
466513579,4612948757,4
466513579,4612948758,5
466513579,4612948755,6
466513579,4612948756,7
466513579,4612948745,8
466513579,4612948746,9
466513579,4612948753,10
466539348,4613185530,0
466539348,4613185531,1
466539348,4613185532,2
466539348,4613185533,3
466539348,4613185522,4
466539348,4613185523,5
466539348,4613185524,6
466539348,4613185525,7
466539348,4613185526,8
466539348,4613185530,9
466998003,4616923805,0
466998003,4616923803,1
466998003,4616923804,2
466998003,4616923808,3
466998003,4616923809,4
466998003,4616923806,5
466998003,4616923807,6
466998003,4616923798,7
466998003,4616923805,8
467221982,4618683876,0
467221982,4618683875,1
467221982,4618683874,2
467221982,4618683873,3
467221982,4618683872,4
467221982,4618683876,5
467308450,4619544442,0
467308450,4619544441,1
467308450,4619544438,2
467308450,4619544437,3
467308450,4619544440,4
467308450,4619544439,5
467308450,4619544435,6
467308450,4619544442,7
467530571,4621386949,0
467530571,4621386950,1
467530571,4621386945,2
467530571,4621386946,3
467530571,4621386947,4
467530571,4621386948,5
467530571,4621386941,6
467530571,4621386942,7
467530571,4621386943,8
467530571,4621386944,9
467530571,4621386939,10
467530571,4621386940,11
467530571,4621386949,12
468444717,4629781922,0
468444717,4629781921,1
468444717,4629781920,2
468444717,4629781919,3
468444717,4629781918,4
468444717,4629781917,5
468444717,4629781916,6
468444717,4629781915,7
468444717,4629781914,8
468444717,4629781913,9
468444717,4629781912,10
468444717,4629781911,11
468444717,4629781910,12
468444717,4629781909,13
468444717,4629781908,14
468444717,4629781907,15
468444717,4629781922,16
468502177,4630345136,0
468502177,4630345132,1
468502177,4630345131,2
468502177,4630345134,3
468502177,4630345133,4
468502177,4630345128,5
468502177,4630345127,6
468502177,4630345130,7
468502177,4630345129,8
468502177,4630345124,9
468502177,4630345123,10
468502177,4630345126,11
468502177,4630345125,12
468502177,4630345121,13
468502177,4630345136,14
468540697,4630662665,0
468540697,4630662664,1
468540697,4630662669,2
468540697,4630662668,3
468540697,4630662667,4
468540697,4630662666,5
468540697,4630662647,6
468540697,4630662646,7
468540697,4630662645,8
468540697,4630662644,9
468540697,4630662665,10
468759374,4632288356,0
468759374,4632288355,1
468759374,4632288354,2
468759374,4632288353,3
468759374,4632288352,4
468759374,4632288351,5
468759374,4632288350,6
468759374,4632288349,7
468759374,4632288356,8
468820093,4632889713,0
468820093,4632889711,1
468820093,4632889712,2
468820093,4632889709,3
468820093,4632889710,4
468820093,4632889707,5
468820093,4632889708,6
468820093,4632889706,7
468820093,4632889713,8
468903506,4633563695,0
468903506,4633563694,1
468903506,4633563693,2
468903506,4633563704,3
468903506,4633563703,4
468903506,4633563702,5
468903506,4633563695,6
468918339,4633705293,0
468918339,4633705291,1
468918339,4633705292,2
468918339,4633705289,3
468918339,4633705290,4
468918339,4633705287,5
468918339,4633705288,6
468918339,4633705286,7
468918339,4633705293,8
469140910,4635370197,0
469140910,4635370196,1
469140910,4635370199,2
469140910,4635370198,3
469140910,4635370189,4
469140910,4635370088,5
469140910,4635370191,6
469140910,4635370190,7
469140910,4635370193,8
469140910,4635370192,9
469140910,4635370197,10
469195347,4635826195,0
469195347,4635826197,1
469195347,4635826196,2
469195347,4635826199,3
469195347,4635826198,4
469195347,4635826201,5
469195347,4635826200,6
469195347,4635826190,7
469195347,4635826189,8
469195347,4635826191,9
469195347,4635826195,10
469520647,4638192947,0
469520647,4638192946,1
469520647,4638192945,2
469520647,4638192944,3
469520647,4638192943,4
469520647,4638192942,5
469520647,4638192941,6
469520647,4638192940,7
469520647,4638192939,8
469520647,4638192947,9
469573493,4638712037,0
469573493,4638712036,1
469573493,4638712039,2
469573493,4638712038,3
469573493,4638712033,4
469573493,4638712032,5
469573493,4638712035,6
469573493,4638712034,7
469573493,4638712029,8
469573493,4638712028,9
469573493,4638712031,10
469573493,4638712030,11
469573493,4638712025,12
469573493,4638712024,13
469573493,4638712027,14
469573493,4638712026,15
469573493,4638712037,16
470463061,4646492526,0
470463061,4646492529,1
470463061,4646492527,2
470838793,4650256039,0
470838793,4650256038,1
470838793,4650256037,2
470838793,4650256043,3
470838793,4650256042,4
470838793,4650256041,5
470838793,4650256040,6
470838793,4650256033,7
470838793,4650256032,8
470838793,4650256031,9
470838793,4650256039,10
471174989,4653367016,0
471174989,4653367015,1
471174989,4653367020,2
471174989,4653367019,3
471174989,4653367018,4
471174989,4653367017,5
471174989,4653367012,6
471174989,4653367011,7
471174989,4653367010,8
471174989,4653367009,9
471174989,4653367016,10
471645728,4658063910,0
471645728,4658063909,1
471645728,4658063908,2
471645728,4658063907,3
471645728,4658063923,4
471645728,4658063922,5
471645728,4658063921,6
471645728,4658063920,7
471645728,4658063919,8
471645728,4658063918,9
471645728,4658063917,10
471645728,4658063916,11
471645728,4658063910,12
473085206,4672584074,0
473085206,4672584073,1
473085206,4672584072,2
473085206,4672584071,3
473085206,4672584070,4
473085206,4672584069,5
473085206,4672584068,6
473085206,4672584067,7
473085206,4672584066,8
473085206,4672584065,9
473085206,4672584064,10
473085206,4672584063,11
473085206,4672584062,12
473085206,4672584061,13
473085206,4672584074,14
476979814,4703969066,0
476979814,4703969065,1
476979814,4703969064,2
476979814,4703969063,3
476979814,4703969062,4
476979814,4703969061,5
476979814,4703969066,6
481856671,4747546381,0
481856671,4747543394,1
481856671,4747543521,2
481856671,4747545362,3
481856671,4747544360,4
481856671,4747546513,5
481856671,4747545594,6
481856671,4747547961,7
481856671,4747546847,8
481856671,4747543753,9
481856671,4747543895,10
481856671,4747545736,11
481856671,4747545026,12
481856671,4747546982,13
481856671,4747546175,14
481856671,4747543286,15
481856671,4747547524,16
481856671,4747544130,17
481856671,4747544255,18
481856671,4747546403,19
481856671,4747545490,20
481856671,4747547751,21
481856671,4747546746,22
481856671,4747543653,23
481856671,4747548208,24
481856671,4747544501,25
481856671,4747545921,26
481856671,4747548296,27
481856671,4747547168,28
481856671,4747546381,29
495755910,4874895081,0
495755910,4874895080,1
495755910,4874895079,2
495755910,4874895078,3
495755910,4874895077,4
495755910,4874895076,5
495755910,4874895075,6
497506650,4890647295,0
497506650,4890647294,1
497506650,4890647293,2
497506650,4890647292,3
497506650,4890647291,4
497506650,4890647290,5
497506650,4890647295,6
497784265,4892974981,0
497784265,4892974983,1
497784265,4892974982,2
497784265,4892974971,3
497784265,4892974970,4
497784265,4892974973,5
497784265,4892974972,6
497784265,4892974975,7
497784265,4892974974,8
497784265,4892974977,9
497784265,4892974976,10
497784265,4892974965,11
497784265,4892974964,12
497784265,4892974967,13
497784265,4892974966,14
497784265,4892974968,15
497784265,4892974981,16
498619600,4900041538,0
498619600,4900041536,1
498619600,4900041537,2
498619600,4900041534,3
498619600,4900041535,4
498619600,4900041532,5
498619600,4900041533,6
498619600,4900041530,7
498619600,4900041531,8
498619600,4900041528,9
498619600,4900041529,10
498619600,4900041527,11
498619600,4900041538,12
499097150,4904153450,0
499097150,4904153449,1
499097150,4904153448,2
499097150,4904153447,3
499097150,4904153446,4
499097150,4904153445,5
499097150,4904153444,6
499097150,4904153443,7
499097150,4904153442,8
499097150,4904153441,9
499097150,4904153440,10
499097150,4904153439,11
499097150,4904153438,12
499097150,4904153437,13
499097150,4904153450,14
499166309,4904760389,0
499166309,4904760390,1
499166309,4904760391,2
499166309,4904760392,3
499166309,4904760389,4
499993782,82423839,0
499993782,82703367,1
503796784,4940552090,0
503796784,4940552089,1
503796784,4940552088,2
503796784,4940552087,3
503796784,4940552086,4
503796784,4940552085,5
503796784,4940552084,6
503796784,4940552083,7
503796784,4940552082,8
503796784,4940552081,9
503796784,4940552090,10
504037968,4942522969,0
504037968,4942522968,1
504037968,4942522973,2
504037968,4942522972,3
504037968,4942522971,4
504037968,4942522970,5
504037968,4942522963,6
504037968,4942522962,7
504037968,4942522969,8
504104423,4943105341,0
504104423,4943105332,1
504104423,4943105333,2
504104423,4943105330,3
504104423,4943105331,4
504104423,4943105335,5
504104423,4943105336,6
504104423,4943105334,7
504104423,4943105341,8
504264393,4944399834,0
504264393,4944399835,1
504264393,4944399832,2
504264393,4944399833,3
504264393,4944399838,4
504264393,4944399839,5
504264393,4944399836,6
504264393,4944399837,7
504264393,4944399834,8
504844843,4949478528,0
504844843,4949478526,1
504844843,4949478527,2
504844843,4949478524,3
504844843,4949478525,4
504844843,4949478536,5
504844843,4949478537,6
504844843,4949478534,7
504844843,4949478535,8
504844843,4949478532,9
504844843,4949478533,10
504844843,4949478530,11
504844843,4949478531,12
504844843,4949478309,13
504844843,4949478310,14
504844843,4949478307,15
504844843,4949478308,16
504844843,4949478305,17
504844843,4949478306,18
504844843,4949478303,19
504844843,4949478304,20
504844843,4949478521,21
504844843,4949478522,22
504844843,4949478318,23
504844843,4949478319,24
504844843,4949478315,25
504844843,4949478317,26
504844843,4949478311,27
504844843,4949478313,28
504844843,4949478292,29
504844843,4949478293,30
504844843,4949478289,31
504844843,4949478290,32
504844843,4949478285,33
504844843,4949478286,34
504844843,4949478281,35
504844843,4949478284,36
504844843,4949478301,37
504844843,4949478302,38
504844843,4949478299,39
504844843,4949478300,40
504844843,4949478297,41
504844843,4949478298,42
504844843,4949478295,43
504844843,4949478296,44
504844843,4949478273,45
504844843,4949478274,46
504844843,4949478271,47
504844843,4949478272,48
504844843,4949478269,49
504844843,4949478270,50
504844843,4949478267,51
504844843,4949478268,52
504844843,4949478279,53
504844843,4949478280,54
504844843,4949478277,55
504844843,4949478278,56
504844843,4949478275,57
504844843,4949478276,58
504844843,4949478528,59
504884326,4949816315,0
504884326,4949816314,1
504884326,4949816313,2
504884326,4949816312,3
504884326,4949816311,4
504884326,4949816310,5
504884326,4949816309,6
504884326,4949816308,7
504884326,4949816321,8
504884326,4949816320,9
504884326,4949816319,10
504884326,4949816318,11
504884326,4949816315,12
505333134,4952997128,0
505333134,4952997127,1
505333134,4952997110,2
505333134,4952997109,3
505333134,4952997108,4
505333134,4952997107,5
505333134,4952997106,6
505333134,4952997105,7
505333134,4952997128,8
505389395,4953511034,0
505389395,4953511032,1
505389395,4953511033,2
505389395,4953511031,3
505389395,4953511034,4
506156841,4959346963,0
506156841,4959346964,1
506156841,4959346965,2
506156841,4959346966,3
506156841,4959346963,4
506783860,4964451342,0
506783860,4964451344,1
506783860,4964451343,2
506783860,4964451339,3
506783860,4964451338,4
506783860,4964451341,5
506783860,4964451340,6
506783860,4964451335,7
506783860,4964451334,8
506783860,4964451337,9
506783860,4964451336,10
506783860,4964451332,11
506783860,4964451342,12
506829035,4964822800,0
506829035,4964822799,1
506829035,4964822802,2
506829035,4964822801,3
506829035,4964822798,4
506829035,4964822797,5
506829035,4964822800,6
507671919,4971326234,0
507671919,4971326235,1
507671919,4971326236,2
507671919,4971326237,3
507671919,4971326232,4
507671919,4971326233,5
507671919,4971326234,6
508477243,4977804359,0
508477243,4977804360,1
508477243,4977804362,2
508477243,4977804363,3
508477243,4977804361,4
508477243,4977804359,5
508731934,4979825608,0
508731934,4979825607,1
508731934,4979825606,2
508731934,4979825605,3
508731934,4979825604,4
508731934,4979825603,5
508731934,4979825608,6
508810981,4980633177,0
508810981,4980633173,1
508810981,4980633172,2
508810981,4980633175,3
508810981,4980633174,4
508810981,4980633181,5
508810981,4980633180,6
508810981,4980633183,7
508810981,4980633182,8
508810981,4980633178,9
508810981,4980633177,10
509012190,4983038502,0
509012190,4983038504,1
509012190,4983038503,2
509012190,4983038500,3
509012190,4983038499,4
509012190,4983038501,5
509012190,4983038502,6
509057678,4983479704,0
509057678,4983479686,1
509057678,4983479687,2
509057678,4983479688,3
509057678,4983479689,4
509057678,4983479683,5
509057678,4983479684,6
509057678,4983479685,7
509057678,4983479704,8
509271050,4985218911,0
509271050,4985218910,1
509271050,4985218909,2
509271050,4985218908,3
509271050,4985218907,4
509271050,4985218906,5
509271050,4985218905,6
509271050,4985218904,7
509271050,4985218903,8
509271050,4985218902,9
509271050,4985218901,10
509271050,4985218900,11
509271050,4985218911,12
510312025,4993543769,0
510312025,4993543770,1
510312025,4993543767,2
510312025,4993543768,3
510312025,4993543773,4
510312025,4993543774,5
510312025,4993543771,6
510312025,4993543772,7
510312025,4993543761,8
510312025,4993543762,9
510312025,4993543769,10
510808081,4997779650,0
510808081,4997779649,1
510808081,4997779642,2
510808081,4997779641,3
510808081,4997779640,4
510808081,4997779639,5
510808081,4997779644,6
510808081,4997779643,7
510808081,4997779650,8
520371877,5071987090,0
520371877,5071987091,1
520371877,5071987092,2
520371877,5071987093,3
520371877,5071987090,4
